serial_number,ts_started,number
https://qr.iotsg.co.uk/activate/iotsg-100000-00004353,14/12/1976 12:34,131
https://qr.iotsg.co.uk/activate/iotsg-100000-00004209,15/12/1976 12:34,132
https://qr.iotsg.co.uk/activate/iotsg-100000-00004400,16/12/1976 12:34,133
https://qr.iotsg.co.uk/activate/iotsg-100000-00004205,17/12/1976 12:34,134
https://qr.iotsg.co.uk/activate/iotsg-100000-00004398,18/12/1976 12:34,135
https://qr.iotsg.co.uk/activate/iotsg-100000-00004419,19/12/1976 12:34,136
https://qr.iotsg.co.uk/activate/iotsg-100000-00003379,20/12/1976 12:34,137
https://qr.iotsg.co.uk/activate/iotsg-100000-00004344,21/12/1976 12:34,138
https://qr.iotsg.co.uk/activate/iotsg-100000-00004380,22/12/1976 12:34,139
https://qr.iotsg.co.uk/activate/iotsg-100000-00004402,23/12/1976 12:34,140
https://qr.iotsg.co.uk/activate/iotsg-100000-00004234,24/12/1976 12:34,141
https://qr.iotsg.co.uk/activate/iotsg-100000-00004241,25/12/1976 12:34,142
https://qr.iotsg.co.uk/activate/iotsg-100000-00004359,26/12/1976 12:34,143
https://qr.iotsg.co.uk/activate/iotsg-100000-00004337,27/12/1976 12:34,144
https://qr.iotsg.co.uk/activate/iotsg-100000-00004258,28/12/1976 12:34,145
https://qr.iotsg.co.uk/activate/iotsg-100000-00004410,29/12/1976 12:34,146
https://qr.iotsg.co.uk/activate/iotsg-100000-00004399,30/12/1976 12:34,147
https://qr.iotsg.co.uk/activate/iotsg-100000-00004196,31/12/1976 12:34,148
https://qr.iotsg.co.uk/activate/iotsg-100000-00004397,01/01/1977 12:34,149
https://qr.iotsg.co.uk/activate/iotsg-100000-00004338,02/01/1977 12:34,150
https://qr.iotsg.co.uk/activate/iotsg-100000-00004358,03/01/1977 12:34,151
https://qr.iotsg.co.uk/activate/iotsg-100000-00004355,04/01/1977 12:34,152
https://qr.iotsg.co.uk/activate/iotsg-100000-00004325,05/01/1977 12:34,153
https://qr.iotsg.co.uk/activate/iotsg-100000-00001929,06/01/1977 12:34,154
https://qr.iotsg.co.uk/activate/iotsg-100000-00004350,07/01/1977 12:34,155
https://qr.iotsg.co.uk/activate/iotsg-100000-00004388,08/01/1977 12:34,156
https://qr.iotsg.co.uk/activate/iotsg-100000-00004324,09/01/1977 12:34,157
https://qr.iotsg.co.uk/activate/iotsg-100000-00004389,10/01/1977 12:34,158
https://qr.iotsg.co.uk/activate/iotsg-100000-00004335,11/01/1977 12:34,159
https://qr.iotsg.co.uk/activate/iotsg-100000-00002872,12/01/1977 12:34,160
https://qr.iotsg.co.uk/activate/iotsg-100000-00004227,13/01/1977 12:34,161
https://qr.iotsg.co.uk/activate/iotsg-100000-00004206,14/01/1977 12:34,162
https://qr.iotsg.co.uk/activate/iotsg-100000-00003920,15/01/1977 12:34,163
https://qr.iotsg.co.uk/activate/iotsg-100000-00003903,16/01/1977 12:34,164
https://qr.iotsg.co.uk/activate/iotsg-100000-00004342,17/01/1977 12:34,165
https://qr.iotsg.co.uk/activate/iotsg-100000-00004204,18/01/1977 12:34,166
https://qr.iotsg.co.uk/activate/iotsg-100000-00004323,19/01/1977 12:34,167
https://qr.iotsg.co.uk/activate/iotsg-100000-00004370,20/01/1977 12:34,168
https://qr.iotsg.co.uk/activate/iotsg-102000-00000071,21/01/1977 12:34,169
https://qr.iotsg.co.uk/activate/iotsg-102000-00000077,22/01/1977 12:34,170
https://qr.iotsg.co.uk/activate/iotsg-101000-00000097,23/01/1977 12:34,171
https://qr.iotsg.co.uk/activate/iotsg-102000-00000086,24/01/1977 12:34,172
https://qr.iotsg.co.uk/activate/iotsg-102000-00000014,25/01/1977 12:34,173
https://qr.iotsg.co.uk/activate/iotsg-101000-00000065,26/01/1977 12:34,174
https://qr.iotsg.co.uk/activate/iotsg-100000-00002860,27/01/1977 12:34,175
100000-00001931,28/01/1977 12:34,176
100000-00001919,29/01/1977 12:34,177
https://qr.iotsg.co.uk/activate/iotsg-100000-00004326,30/01/1977 12:34,178
700000-00000361,31/01/1977 12:34,179
700000-00000920,01/02/1977 12:34,180
700000-00000307,02/02/1977 12:34,181
700000-00000312,03/02/1977 12:34,182
700000-00000201,04/02/1977 12:34,183
700000-00000228,05/02/1977 12:34,184
700000-00000361,06/02/1977 12:34,185
700000-00000338,07/02/1977 12:34,186
700000-00000321,08/02/1977 12:34,187
700000-00000222,09/02/1977 12:34,188
700000-00000305,10/02/1977 12:34,189
700000-00000352,11/02/1977 12:34,190
700000-00000249,12/02/1977 12:34,191
700000-00000342,13/02/1977 12:34,192
700000-00000217,14/02/1977 12:34,193
700000-00000333,15/02/1977 12:34,194
700000-00000297,16/02/1977 12:34,195
700000-00000244,17/02/1977 12:34,196
700000-00000232,18/02/1977 12:34,197
700000-00000364,19/02/1977 12:34,198
700000-00000298,20/02/1977 12:34,199
700000-00000369,21/02/1977 12:34,200
700000-00000241,22/02/1977 12:34,201
700000-00000339,23/02/1977 12:34,202
700000-00000210,24/02/1977 12:34,203
700000-00000357,25/02/1977 12:34,204
700000-00000309,26/02/1977 12:34,205
700000-00000334,27/02/1977 12:34,206
700000-00000318,28/02/1977 12:34,207
700000-00000347,01/03/1977 12:34,208
700000-00000202,02/03/1977 12:34,209
700000-00000337,03/03/1977 12:34,210
700000-00000225,04/03/1977 12:34,211
700000-00000227,05/03/1977 12:34,212
700000-00000350,06/03/1977 12:34,213
700000-00000240,07/03/1977 12:34,214
700000-00000306,08/03/1977 12:34,215
700000-00000248,09/03/1977 12:34,216
700000-00000237,10/03/1977 12:34,217
700000-00000353,11/03/1977 12:34,218
700000-00000310,12/03/1977 12:34,219
700000-00000212,13/03/1977 12:34,220
700000-00000332,14/03/1977 12:34,221
700000-00000348,15/03/1977 12:34,222
700000-00000324,16/03/1977 12:34,223
700000-00000239,17/03/1977 12:34,224
700000-00000325,18/03/1977 12:34,225
700000-00000346,19/03/1977 12:34,226
700000-00000319,20/03/1977 12:34,227
700000-00000359,21/03/1977 12:34,228
700000-00000328,22/03/1977 12:34,229
700000-00000323,23/03/1977 12:34,230
700000-00000296,24/03/1977 12:34,231
700000-00000208,25/03/1977 12:34,232
700000-00000216,26/03/1977 12:34,233
700000-00000300,27/03/1977 12:34,234
700000-00000250,28/03/1977 12:34,235
700000-00000230,29/03/1977 12:34,236
700000-00000311,30/03/1977 12:34,237
700000-00000233,31/03/1977 12:34,238
700000-00000229,01/04/1977 12:34,239
700000-00000330,02/04/1977 12:34,240
700000-00000370,03/04/1977 12:34,241
700000-00000344,04/04/1977 12:34,242
700000-00000349,05/04/1977 12:34,243
700000-00000209,06/04/1977 12:34,244
700000-00000347,07/04/1977 12:34,245
700000-00000314,08/04/1977 12:34,246
700000-00000335,09/04/1977 12:34,247
700000-00000183,10/04/1977 12:34,248
700000-00000066,11/04/1977 12:34,249
700000-00001132,12/04/1977 12:34,250
700000-00001053,13/04/1977 12:34,251
700000-00000851,14/04/1977 12:34,252
700000-00000075,15/04/1977 12:34,253
700000-00001023,16/04/1977 12:34,254
700000-00001067,17/04/1977 12:34,255
700000-00000907,18/04/1977 12:34,256
700000-00000030,19/04/1977 12:34,257
700000-00000174,20/04/1977 12:34,258
700000-00000676,21/04/1977 12:34,259
700000-00001011,22/04/1977 12:34,260
700000-00000709,23/04/1977 12:34,261
700000-00000690,24/04/1977 12:34,262
700000-00000710,25/04/1977 12:34,263
700000-00000729,26/04/1977 12:34,264
700000-00001077,27/04/1977 12:34,265
700000-00000987,28/04/1977 12:34,266
700000-00000115,29/04/1977 12:34,267
700000-00000692,30/04/1977 12:34,268
700000-00000734,01/05/1977 12:34,269
700000-00000715,02/05/1977 12:34,270
700000-00000771,03/05/1977 12:34,271
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-600000-00000940,04/05/1977 12:34,272
https://qr.iotsg.co.uk/activate/iotsg-600000-00001272,05/05/1977 12:34,273
https://qr.iotsg.co.uk/activate/iotsg-600000-00001253,06/05/1977 12:34,274
https://qr.iotsg.co.uk/activate/iotsg-600000-00001254,07/05/1977 12:34,275
https://qr.iotsg.co.uk/activate/iotsg-600000-00001263,08/05/1977 12:34,276
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-600000-00000753,09/05/1977 12:34,277
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-600000-00000461,10/05/1977 12:34,278
https://qr.iotsg.co.uk/activate/iotsg-600000-00001249,11/05/1977 12:34,279
https://qr.iotsg.co.uk/activate/iotsg-600000-00001273,12/05/1977 12:34,280
https://manager.iotsg.co.uk/activate/iotsg-410000-00000732,13/05/1977 12:34,281
https://manager.iotsg.co.uk/activate/iotsg-410000-00000721,14/05/1977 12:34,282
https://qr.iotsg.co.uk/activate/iotsg-410000-00000558,15/05/1977 12:34,283
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000346,16/05/1977 12:34,284
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-400000-00000085,17/05/1977 12:34,285
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000149,18/05/1977 12:34,286
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000341,19/05/1977 12:34,287
https://manager.iotsg.co.uk/activate/iotsg-410000-00000632,20/05/1977 12:34,288
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000418,21/05/1977 12:34,289
https://qr.iotsg.co.uk/activate/iotsg-410000-00000522,22/05/1977 12:34,290
https://manager.iotsg.co.uk/activate/iotsg-410000-00000534,23/05/1977 12:34,291
https://qr.iotsg.co.uk/activate/iotsg-410000-00000585,24/05/1977 12:34,292
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000431,25/05/1977 12:34,293
https://manager.iotsg.co.uk/activate/iotsg-410000-00000533,26/05/1977 12:34,294
https://qr.iotsg.co.uk/activate/iotsg-410000-00000670,27/05/1977 12:34,295
https://qr.iotsg.co.uk/activate/iotsg-410000-00000565,28/05/1977 12:34,296
https://manager.iotsg.co.uk/activate/iotsg-410000-00000708,29/05/1977 12:34,297
https://qr.iotsg.co.uk/activate/iotsg-410000-00000725,30/05/1977 12:34,298
https://qr.iotsg.co.uk/activate/iotsg-410000-00000557,31/05/1977 12:34,299
https://qr.iotsg.co.uk/activate/iotsg-410000-00000563,01/06/1977 12:34,300
https://qr.iotsg.co.uk/activate/iotsg-410000-00000711,02/06/1977 12:34,301
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000356,03/06/1977 12:34,302
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000360,04/06/1977 12:34,303
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000178,05/06/1977 12:34,304
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000392,06/06/1977 12:34,305
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000323,07/06/1977 12:34,306
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000394,08/06/1977 12:34,307
https://manager.iotsg.co.uk/activate/iotsg-410000-00000598,09/06/1977 12:34,308
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000339,10/06/1977 12:34,309
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000105,11/06/1977 12:34,310
https://qr.iotsg.co.uk/activate/iotsg-410000-00000575,12/06/1977 12:34,311
https://manager.iotsg.co.uk/activate/iotsg-410000-00000513,13/06/1977 12:34,312
https://qr.iotsg.co.uk/activate/iotsg-410000-00000724,14/06/1977 12:34,313
https://manager.iotsg.co.uk/activate/iotsg-410000-00000675,15/06/1977 12:34,314
https://manager.iotsg.co.uk/activate/iotsg-410000-00000684,16/06/1977 12:34,315
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000284,17/06/1977 12:34,316
https://manager.iotsg.co.uk/activate/iotsg-410000-00000624,18/06/1977 12:34,317
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000379,19/06/1977 12:34,318
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000199,20/06/1977 12:34,319
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000195,21/06/1977 12:34,320
https://manager.iotsg.co.uk/activate/iotsg-410000-00000676,22/06/1977 12:34,321
https://manager.iotsg.co.uk/activate/iotsg-410000-00000566,23/06/1977 12:34,322
https://manager.iotsg.co.uk/activate/iotsg-410000-00000662,24/06/1977 12:34,323
https://qr.iotsg.co.uk/activate/iotsg-410000-00000512,25/06/1977 12:34,324
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000163,26/06/1977 12:34,325
https://qr.iotsg.co.uk/activate/iotsg-410000-00000652,27/06/1977 12:34,326
https://manager.iotsg.co.uk/activate/iotsg-410000-00000537,28/06/1977 12:34,327
https://qr.iotsg.co.uk/activate/iotsg-410000-00000510,29/06/1977 12:34,328
https://manager.iotsg.co.uk/activate/iotsg-410000-00000712,30/06/1977 12:34,329
https://qr.iotsg.co.uk/activate/iotsg-410000-00000521,01/07/1977 12:34,330
https://qr.iotsg.co.uk/activate/iotsg-410000-00000656,02/07/1977 12:34,331
https://qr.iotsg.co.uk/activate/iotsg-410000-00000660,03/07/1977 12:34,332
https://qr.iotsg.co.uk/activate/iotsg-410000-00000572,04/07/1977 12:34,333
https://manager.iotsg.co.uk/activate/iotsg-410000-00000664,05/07/1977 12:34,334
https://qr.iotsg.co.uk/activate/iotsg-410000-00000673,06/07/1977 12:34,335
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000189,07/07/1977 12:34,336
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000266,08/07/1977 12:34,337
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000350,09/07/1977 12:34,338
https://qr.iotsg.co.uk/activate/iotsg-410000-00000717,10/07/1977 12:34,339
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000332,11/07/1977 12:34,340
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000344,12/07/1977 12:34,341
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000143,13/07/1977 12:34,342
https://qr.iotsg.co.uk/activate/iotsg-410000-00000682,14/07/1977 12:34,343
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000359,15/07/1977 12:34,344
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000395,16/07/1977 12:34,345
https://manager.iotsg.co.uk/activate/iotsg-410000-00000650,17/07/1977 12:34,346
https://manager.iotsg.co.uk/activate/iotsg-410000-00000639,18/07/1977 12:34,347
https://qr.iotsg.co.uk/activate/iotsg-410000-00000644,19/07/1977 12:34,348
https://manager.iotsg.co.uk/activate/iotsg-410000-00000628,20/07/1977 12:34,349
https://manager.iotsg.co.uk/activate/iotsg-410000-00000622,21/07/1977 12:34,350
https://qr.iotsg.co.uk/activate/iotsg-410000-00000625,22/07/1977 12:34,351
https://manager.iotsg.co.uk/activate/iotsg-410000-00000588,23/07/1977 12:34,352
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000372,24/07/1977 12:34,353
https://manager.iotsg.co.uk/activate/iotsg-410000-00000648,25/07/1977 12:34,354
https://qr.iotsg.co.uk/activate/iotsg-410000-00000714,26/07/1977 12:34,355
https://manager.iotsg.co.uk/activate/iotsg-410000-00000715,27/07/1977 12:34,356
https://manager.iotsg.co.uk/activate/iotsg-410000-00000617,28/07/1977 12:34,357
https://qr.iotsg.co.uk/activate/iotsg-410000-00000573,29/07/1977 12:34,358
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000165,30/07/1977 12:34,359
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000358,31/07/1977 12:34,360
https://qr.iotsg.co.uk/activate/iotsg-410000-00000602,01/08/1977 12:34,361
https://qr.iotsg.co.uk/activate/iotsg-410000-00000705,02/08/1977 12:34,362
https://qr.iotsg.co.uk/activate/iotsg-410000-00000700,03/08/1977 12:34,363
